tag,step,wall_time,value
loss/val_denorm_lead_var/vo/lead_08,5,1783230098.195961,0.024969952180981636
loss/val_denorm_lead_var/zos/lead_01,5,1783230095.7168694,0.005932748783379793
loss/val_denorm_lead_var/zos/lead_02,5,1783230095.7379122,0.008581478148698807
loss/val_denorm_lead_var/zos/lead_03,5,1783230095.7597897,0.010520735755562782
loss/val_denorm_lead_var/zos/lead_04,5,1783230095.7833881,0.012213592417538166
loss/val_denorm_lead_var/zos/lead_05,5,1783230096.009835,0.013783227652311325
loss/val_denorm_lead_var/zos/lead_06,5,1783230096.0337257,0.015226849354803562
loss/val_denorm_lead_var/zos/lead_07,5,1783230096.0575745,0.0165934506803751
loss/val_denorm_lead_var/zos/lead_08,5,1783230096.4877727,0.017913706600666046
loss/val_denorm_var/siconc,5,1783230094.7467911,0.006283671595156193
loss/val_denorm_var/sithick,5,1783230095.522566,0.007485607173293829
loss/val_denorm_var/so,5,1783230097.2998497,0.023047523573040962
loss/val_denorm_var/thetao,5,1783230096.5142899,0.09319595992565155
loss/val_denorm_var/uo,5,1783230097.6663935,0.016089556738734245
loss/val_denorm_var/vo,5,1783230097.8143303,0.017197733744978905
loss/val_denorm_var/zos,5,1783230095.696361,0.012595723383128643
loss/val_lead/lead_01,5,1783230094.5960665,0.000985823106020689
loss/val_lead/lead_02,5,1783230094.5960805,0.0014839112991467118
loss/val_lead/lead_03,5,1783230094.5964584,0.0019062305800616741
loss/val_lead/lead_04,5,1783230094.6192474,0.002288497518748045
loss/val_lead/lead_05,5,1783230094.6377466,0.002643472282215953
loss/val_lead/lead_06,5,1783230094.658504,0.002973590511828661
loss/val_lead/lead_07,5,1783230094.6817992,0.0032803916838020086
loss/val_lead/lead_08,5,1783230094.707799,0.003567053936421871
loss/val_lead_var/siconc/lead_01,5,1783230094.7545714,0.0025226911529898643
loss/val_lead_var/siconc/lead_02,5,1783230094.7782688,0.004124955274164677
loss/val_lead_var/siconc/lead_03,5,1783230094.9940796,0.0053250789642333984
loss/val_lead_var/siconc/lead_04,5,1783230095.0067027,0.006290529854595661
loss/val_lead_var/siconc/lead_05,5,1783230095.2253149,0.007091619540005922
loss/val_lead_var/siconc/lead_06,5,1783230095.2483108,0.0077649569138884544
loss/val_lead_var/siconc/lead_07,5,1783230095.268054,0.008333835750818253
loss/val_lead_var/siconc/lead_08,5,1783230095.2856154,0.00881565548479557
loss/val_lead_var/sithick/lead_01,5,1783230095.5286438,0.00040296214865520597
loss/val_lead_var/sithick/lead_02,5,1783230095.547275,0.0006354079232551157
loss/val_lead_var/sithick/lead_03,5,1783230095.5676517,0.000809977063909173
loss/val_lead_var/sithick/lead_04,5,1783230095.5833356,0.000957836105953902
loss/val_lead_var/sithick/lead_05,5,1783230095.6015701,0.001089543686248362
loss/val_lead_var/sithick/lead_06,5,1783230095.6199908,0.0012101061875000596
loss/val_lead_var/sithick/lead_07,5,1783230095.64092,0.001322688302025199
loss/val_lead_var/sithick/lead_08,5,1783230095.6653905,0.001428635441698134
loss/val_lead_var/so/lead_01,5,1783230097.305616,0.0002537995169404894
loss/val_lead_var/so/lead_02,5,1783230097.3266354,0.0004227585159242153
loss/val_lead_var/so/lead_03,5,1783230097.3480883,0.0005674742278642952
loss/val_lead_var/so/lead_04,5,1783230097.36656,0.0006984225474298
loss/val_lead_var/so/lead_05,5,1783230097.383824,0.0008187639177776873
loss/val_lead_var/so/lead_06,5,1783230097.5948825,0.0009300133679062128
loss/val_lead_var/so/lead_07,5,1783230097.6151457,0.0010333933169022202
loss/val_lead_var/so/lead_08,5,1783230097.6374729,0.0011299204779788852
loss/val_lead_var/thetao/lead_01,5,1783230096.5216124,0.0009130082908086479
loss/val_lead_var/thetao/lead_02,5,1783230096.5449812,0.0015552716795355082
loss/val_lead_var/thetao/lead_03,5,1783230096.5679383,0.0021253263112157583
loss/val_lead_var/thetao/lead_04,5,1783230096.7934752,0.002651554299518466
loss/val_lead_var/thetao/lead_05,5,1783230096.8156555,0.00314111215993762
loss/val_lead_var/thetao/lead_06,5,1783230097.038007,0.0035973503254354
loss/val_lead_var/thetao/lead_07,5,1783230097.053482,0.004023566376417875
loss/val_lead_var/thetao/lead_08,5,1783230097.0687096,0.004423086531460285
loss/val_lead_var/uo/lead_01,5,1783230097.6722972,0.004163817502558231
loss/val_lead_var/uo/lead_02,5,1783230097.690814,0.005454848986119032
loss/val_lead_var/uo/lead_03,5,1783230097.711491,0.006620684638619423
loss/val_lead_var/uo/lead_04,5,1783230097.7301729,0.0077275908552110195
loss/val_lead_var/uo/lead_05,5,1783230097.743729,0.00880891177803278
loss/val_lead_var/uo/lead_06,5,1783230097.7563024,0.009851932525634766
loss/val_lead_var/uo/lead_07,5,1783230097.7698905,0.010834991931915283
loss/val_lead_var/uo/lead_08,5,1783230097.785439,0.011772111058235168
loss/val_lead_var/vo/lead_01,5,1783230097.8218417,0.004304554779082537
loss/val_lead_var/vo/lead_02,5,1783230097.8445492,0.005729654338210821
loss/val_lead_var/vo/lead_03,5,1783230097.8665864,0.0070467605255544186
loss/val_lead_var/vo/lead_04,5,1783230097.8887844,0.00830189511179924
loss/val_lead_var/vo/lead_05,5,1783230097.9118981,0.009529588744044304
loss/val_lead_var/vo/lead_06,5,1783230097.9315279,0.010717472992837429
loss/val_lead_var/vo/lead_07,5,1783230097.9549978,0.011843027547001839
loss/val_lead_var/vo/lead_08,5,1783230097.9780383,0.012901796959340572
loss/val_lead_var/zos/lead_01,5,1783230095.7030745,0.0015301156090572476
loss/val_lead_var/zos/lead_02,5,1783230095.7235687,0.002213249681517482
loss/val_lead_var/zos/lead_03,5,1783230095.7448554,0.00271340343169868
loss/val_lead_var/zos/lead_04,5,1783230095.7674127,0.003150008153170347
loss/val_lead_var/zos/lead_05,5,1783230095.7924194,0.0035548328887671232
loss/val_lead_var/zos/lead_06,5,1783230096.017293,0.003927157260477543
loss/val_lead_var/zos/lead_07,5,1783230096.0417643,0.004279617685824633
loss/val_lead_var/zos/lead_08,5,1783230096.268485,0.00462012505158782
loss/val_norm,5,1783230094.5960371,0.0023911213502287865
loss/val_norm_lead/lead_01,5,1783230094.596072,0.000985823106020689
loss/val_norm_lead/lead_02,5,1783230094.596085,0.0014839112991467118
loss/val_norm_lead/lead_03,5,1783230094.607888,0.0019062305800616741
loss/val_norm_lead/lead_04,5,1783230094.6255724,0.002288497518748045
loss/val_norm_lead/lead_05,5,1783230094.6440966,0.002643472282215953
loss/val_norm_lead/lead_06,5,1783230094.6664279,0.002973590511828661
loss/val_norm_lead/lead_07,5,1783230094.689961,0.0032803916838020086
loss/val_norm_lead/lead_08,5,1783230094.715848,0.003567053936421871
loss/val_norm_lead_var/siconc/lead_01,5,1783230094.7620492,0.0025226911529898643
loss/val_norm_lead_var/siconc/lead_02,5,1783230094.9876893,0.004124955274164677
loss/val_norm_lead_var/siconc/lead_03,5,1783230094.9980114,0.0053250789642333984
loss/val_norm_lead_var/siconc/lead_04,5,1783230095.0120082,0.006290529854595661
loss/val_norm_lead_var/siconc/lead_05,5,1783230095.2325733,0.007091619540005922
loss/val_norm_lead_var/siconc/lead_06,5,1783230095.256288,0.0077649569138884544
loss/val_norm_lead_var/siconc/lead_07,5,1783230095.2739205,0.008333835750818253
loss/val_norm_lead_var/siconc/lead_08,5,1783230095.2921674,0.00881565548479557
loss/val_norm_lead_var/sithick/lead_01,5,1783230095.534928,0.00040296214865520597
loss/val_norm_lead_var/sithick/lead_02,5,1783230095.553439,0.0006354079232551157
loss/val_norm_lead_var/sithick/lead_03,5,1783230095.573276,0.000809977063909173
loss/val_norm_lead_var/sithick/lead_04,5,1783230095.5888708,0.000957836105953902
loss/val_norm_lead_var/sithick/lead_05,5,1783230095.607627,0.001089543686248362
loss/val_norm_lead_var/sithick/lead_06,5,1783230095.6265945,0.0012101061875000596
loss/val_norm_lead_var/sithick/lead_07,5,1783230095.648774,0.001322688302025199
loss/val_norm_lead_var/sithick/lead_08,5,1783230095.6722417,0.001428635441698134
loss/val_norm_lead_var/so/lead_01,5,1783230097.312547,0.0002537995169404894
loss/val_norm_lead_var/so/lead_02,5,1783230097.3337014,0.0004227585159242153
loss/val_norm_lead_var/so/lead_03,5,1783230097.3550296,0.0005674742278642952
loss/val_norm_lead_var/so/lead_04,5,1783230097.3724573,0.0006984225474298
loss/val_norm_lead_var/so/lead_05,5,1783230097.386435,0.0008187639177776873
loss/val_norm_lead_var/so/lead_06,5,1783230097.601793,0.0009300133679062128
loss/val_norm_lead_var/so/lead_07,5,1783230097.6224415,0.0010333933169022202
loss/val_norm_lead_var/so/lead_08,5,1783230097.64414,0.0011299204779788852
loss/val_norm_lead_var/thetao/lead_01,5,1783230096.529131,0.0009130082908086479
loss/val_norm_lead_var/thetao/lead_02,5,1783230096.5527115,0.0015552716795355082
loss/val_norm_lead_var/thetao/lead_03,5,1783230096.5759537,0.0021253263112157583
loss/val_norm_lead_var/thetao/lead_04,5,1783230096.8009593,0.002651554299518466
loss/val_norm_lead_var/thetao/lead_05,5,1783230096.82343,0.00314111215993762
loss/val_norm_lead_var/thetao/lead_06,5,1783230097.0424716,0.0035973503254354
loss/val_norm_lead_var/thetao/lead_07,5,1783230097.0586205,0.004023566376417875
loss/val_norm_lead_var/thetao/lead_08,5,1783230097.073563,0.004423086531460285
loss/val_norm_lead_var/uo/lead_01,5,1783230097.6780329,0.004163817502558231
loss/val_norm_lead_var/uo/lead_02,5,1783230097.6976404,0.005454848986119032
loss/val_norm_lead_var/uo/lead_03,5,1783230097.718621,0.006620684638619423
loss/val_norm_lead_var/uo/lead_04,5,1783230097.7352366,0.0077275908552110195
loss/val_norm_lead_var/uo/lead_05,5,1783230097.7477744,0.00880891177803278
loss/val_norm_lead_var/uo/lead_06,5,1783230097.760352,0.009851932525634766
loss/val_norm_lead_var/uo/lead_07,5,1783230097.7746735,0.010834991931915283
loss/val_norm_lead_var/uo/lead_08,5,1783230097.79119,0.011772111058235168
loss/val_norm_lead_var/vo/lead_01,5,1783230097.8289878,0.004304554779082537
loss/val_norm_lead_var/vo/lead_02,5,1783230097.8525167,0.005729654338210821
loss/val_norm_lead_var/vo/lead_03,5,1783230097.8742623,0.0070467605255544186
loss/val_norm_lead_var/vo/lead_04,5,1783230097.8970914,0.00830189511179924
loss/val_norm_lead_var/vo/lead_05,5,1783230097.9184296,0.009529588744044304
loss/val_norm_lead_var/vo/lead_06,5,1783230097.9383957,0.010717472992837429
loss/val_norm_lead_var/vo/lead_07,5,1783230097.9628541,0.011843027547001839
loss/val_norm_lead_var/vo/lead_08,5,1783230097.9857712,0.012901796959340572
loss/val_norm_lead_var/zos/lead_01,5,1783230095.7095988,0.0015301156090572476
loss/val_norm_lead_var/zos/lead_02,5,1783230095.7306707,0.002213249681517482
loss/val_norm_lead_var/zos/lead_03,5,1783230095.7525527,0.00271340343169868
loss/val_norm_lead_var/zos/lead_04,5,1783230095.7755573,0.003150008153170347
loss/val_norm_lead_var/zos/lead_05,5,1783230096.0024722,0.0035548328887671232
loss/val_norm_lead_var/zos/lead_06,5,1783230096.0258217,0.003927157260477543
loss/val_norm_lead_var/zos/lead_07,5,1783230096.0491672,0.004279617685824633
loss/val_norm_lead_var/zos/lead_08,5,1783230096.4793751,0.00462012505158782
loss/val_norm_var/siconc,5,1783230094.7385392,0.006283665541559458
loss/val_norm_var/sithick,5,1783230095.5159304,0.0009821446146816015
loss/val_norm_var/so,5,1783230097.2938044,0.0007318182033486664
loss/val_norm_var/thetao,5,1783230096.5055904,0.0028037845622748137
loss/val_norm_var/uo,5,1783230097.6605334,0.008154361508786678
loss/val_norm_var/vo,5,1783230097.8076742,0.008796843700110912
loss/val_norm_var/zos,5,1783230095.6904194,0.0032485637348145247
loss/val_var/siconc,5,1783230094.730931,0.006283665541559458
loss/val_var/sithick,5,1783230095.3071184,0.0009821446146816015
loss/val_var/so,5,1783230097.2870922,0.0007318182033486664
loss/val_var/thetao,5,1783230096.4963598,0.0028037845622748137
loss/val_var/uo,5,1783230097.655485,0.008154361508786678
loss/val_var/vo,5,1783230097.801941,0.008796843700110912
loss/val_var/zos,5,1783230095.6843112,0.0032485637348145247
loss/train,6,1783233146.1022763,0.002166464924812317
loss/train,7,1783236196.3479884,0.0021629417315125465
loss/train,8,1783239238.449991,0.00216394430026412
loss/train,9,1783242280.3276877,0.0021600094623863697
loss/ema_val,10,1783245919.3644266,0.0023219697177410126
loss/ema_val_denorm,10,1783245919.3644311,0.034848228096961975
loss/train,10,1783245331.0147436,0.0021568196825683117
loss/val,10,1783245919.364384,0.0023802921641618013
loss/val_denorm,10,1783245919.3644216,0.03558921441435814
loss/val_denorm_lead/lead_01,10,1783245919.3644435,0.012477078475058079
loss/val_denorm_lead/lead_02,10,1783245919.3644562,0.020553071051836014
loss/val_denorm_lead/lead_03,10,1783245919.376189,0.02755647897720337
loss/val_denorm_lead/lead_04,10,1783245919.3899906,0.03391920030117035
loss/val_denorm_lead/lead_05,10,1783245919.4016018,0.039790160953998566
loss/val_denorm_lead/lead_06,10,1783245919.4132564,0.0452243871986866
loss/val_denorm_lead/lead_07,10,1783245919.5372033,0.05025704205036163
loss/val_denorm_lead/lead_08,10,1783245919.5534046,0.05493629351258278
loss/val_denorm_lead_var/siconc/lead_01,10,1783245919.584444,0.002521347254514694
loss/val_denorm_lead_var/siconc/lead_02,10,1783245919.5978212,0.0041115074418485165
loss/val_denorm_lead_var/siconc/lead_03,10,1783245919.61145,0.0052991146221756935
loss/val_denorm_lead_var/siconc/lead_04,10,1783245919.623492,0.006250153295695782
loss/val_denorm_lead_var/siconc/lead_05,10,1783245919.6359618,0.007036764174699783
loss/val_denorm_lead_var/siconc/lead_06,10,1783245919.6485975,0.007693295367062092
loss/val_denorm_lead_var/siconc/lead_07,10,1783245919.6609662,0.008242490701377392
loss/val_denorm_lead_var/siconc/lead_08,10,1783245919.671924,0.008702799677848816
loss/val_denorm_lead_var/sithick/lead_01,10,1783245919.6958425,0.0030522902961820364
loss/val_denorm_lead_var/sithick/lead_02,10,1783245919.7089584,0.004791174083948135
loss/val_denorm_lead_var/sithick/lead_03,10,1783245919.7205906,0.006101816892623901
loss/val_denorm_lead_var/sithick/lead_04,10,1783245919.7330105,0.007212191354483366
loss/val_denorm_lead_var/sithick/lead_05,10,1783245919.7470083,0.00819676835089922
loss/val_denorm_lead_var/sithick/lead_06,10,1783245919.7619693,0.009092816151678562
loss/val_denorm_lead_var/sithick/lead_07,10,1783245919.776373,0.00992807187139988
loss/val_denorm_lead_var/sithick/lead_08,10,1783245919.7879562,0.010714876465499401
loss/val_denorm_lead_var/so/lead_01,10,1783245920.0187533,0.008101094514131546
loss/val_denorm_lead_var/so/lead_02,10,1783245920.0283167,0.013406450860202312
loss/val_denorm_lead_var/so/lead_03,10,1783245920.038832,0.017863597720861435
loss/val_denorm_lead_var/so/lead_04,10,1783245920.0493088,0.021848604083061218
loss/val_denorm_lead_var/so/lead_05,10,1783245920.0598123,0.025484127923846245
loss/val_denorm_lead_var/so/lead_06,10,1783245920.0717428,0.02882762812077999
loss/val_denorm_lead_var/so/lead_07,10,1783245920.0821967,0.03191938251256943
loss/val_denorm_lead_var/so/lead_08,10,1783245920.0932434,0.03479400649666786
loss/val_denorm_lead_var/thetao/lead_01,10,1783245919.9290884,0.030487190932035446
loss/val_denorm_lead_var/thetao/lead_02,10,1783245919.9339807,0.05175817012786865
loss/val_denorm_lead_var/thetao/lead_03,10,1783245919.9396942,0.07067146897315979
loss/val_denorm_lead_var/thetao/lead_04,10,1783245919.9453127,0.08802779763936996
loss/val_denorm_lead_var/thetao/lead_05,10,1783245919.955863,0.10412117093801498
loss/val_denorm_lead_var/thetao/lead_06,10,1783245919.9645245,0.11905606091022491
loss/val_denorm_lead_var/thetao/lead_07,10,1783245919.9739957,0.1328800618648529
loss/val_denorm_lead_var/thetao/lead_08,10,1783245919.982832,0.14571785926818848
loss/val_denorm_lead_var/uo/lead_01,10,1783245920.1157205,0.00857143010944128
loss/val_denorm_lead_var/uo/lead_02,10,1783245920.1263278,0.011028905399143696
loss/val_denorm_lead_var/uo/lead_03,10,1783245920.1364353,0.01321371179074049
loss/val_denorm_lead_var/uo/lead_04,10,1783245920.3514931,0.015285062603652477
loss/val_denorm_lead_var/uo/lead_05,10,1783245920.366464,0.017278145998716354
loss/val_denorm_lead_var/uo/lead_06,10,1783245920.3822436,0.019187122583389282
loss/val_denorm_lead_var/uo/lead_07,10,1783245920.3987997,0.021003203466534615
loss/val_denorm_lead_var/uo/lead_08,10,1783245920.415643,0.02272249199450016
loss/val_denorm_lead_var/vo/lead_01,10,1783245920.4489527,0.008679518476128578
loss/val_denorm_lead_var/vo/lead_02,10,1783245920.478134,0.011387057602405548
loss/val_denorm_lead_var/vo/lead_03,10,1783245920.4928794,0.013911033049225807
loss/val_denorm_lead_var/vo/lead_04,10,1783245920.5077267,0.01631557196378708
loss/val_denorm_lead_var/vo/lead_05,10,1783245920.5239754,0.018624557182192802
loss/val_denorm_lead_var/vo/lead_06,10,1783245920.5406055,0.02081998437643051
loss/val_denorm_lead_var/vo/lead_07,10,1783245920.5569363,0.022892238572239876
loss/val_denorm_lead_var/vo/lead_08,10,1783245920.57333,0.02485092543065548
loss/val_denorm_lead_var/zos/lead_01,10,1783245919.8105247,0.005955612752586603
loss/val_denorm_lead_var/zos/lead_02,10,1783245919.824153,0.008617253042757511
loss/val_denorm_lead_var/zos/lead_03,10,1783245919.8386004,0.010562345385551453
loss/val_denorm_lead_var/zos/lead_04,10,1783245919.8534582,0.012241749092936516
loss/val_denorm_lead_var/zos/lead_05,10,1783245919.8711731,0.01380558405071497
loss/val_denorm_lead_var/zos/lead_06,10,1783245919.8880365,0.01525446679443121
loss/val_denorm_lead_var/zos/lead_07,10,1783245919.903855,0.016625478863716125
loss/val_denorm_lead_var/zos/lead_08,10,1783245919.9133902,0.01792999356985092
loss/val_denorm_var/siconc,10,1783245919.5690277,0.006232183892279863
loss/val_denorm_var/sithick,10,1783245919.6831353,0.0073862504214048386
loss/val_denorm_var/so,10,1783245919.9930425,0.022780612111091614
loss/val_denorm_var/thetao,10,1783245919.9218976,0.09283997118473053
loss/val_denorm_var/uo,10,1783245920.1049678,0.01603625901043415
loss/val_denorm_var/vo,10,1783245920.4321089,0.017185110598802567
loss/val_denorm_var/zos,10,1783245919.798636,0.012624060735106468
loss/val_lead/lead_01,10,1783245919.3644357,0.000983577803708613
loss/val_lead/lead_02,10,1783245919.3644478,0.0014787595719099045
loss/val_lead/lead_03,10,1783245919.3646793,0.0019007899099960923
loss/val_lead/lead_04,10,1783245919.3810208,0.002281695371493697
loss/val_lead/lead_05,10,1783245919.3939025,0.002633727854117751
loss/val_lead/lead_06,10,1783245919.405261,0.0029596746899187565
loss/val_lead/lead_07,10,1783245919.4180474,0.0032616653479635715
loss/val_lead/lead_08,10,1783245919.5424073,0.0035424474626779556
loss/val_lead_var/siconc/lead_01,10,1783245919.5740647,0.002521344693377614
loss/val_lead_var/siconc/lead_02,10,1783245919.5891888,0.004111503250896931
loss/val_lead_var/siconc/lead_03,10,1783245919.6021616,0.005299109499901533
loss/val_lead_var/siconc/lead_04,10,1783245919.6156576,0.006250147242099047
loss/val_lead_var/siconc/lead_05,10,1783245919.6279032,0.007036757189780474
loss/val_lead_var/siconc/lead_06,10,1783245919.6402855,0.007693287450820208
loss/val_lead_var/siconc/lead_07,10,1783245919.6530719,0.008242483250796795
loss/val_lead_var/siconc/lead_08,10,1783245919.6644475,0.00870279036462307
loss/val_lead_var/sithick/lead_01,10,1783245919.6869228,0.0004004739166703075
loss/val_lead_var/sithick/lead_02,10,1783245919.700355,0.0006286231218837202
loss/val_lead_var/sithick/lead_03,10,1783245919.7127063,0.000800585257820785
loss/val_lead_var/sithick/lead_04,10,1783245919.7248094,0.0009462712332606316
loss/val_lead_var/sithick/lead_05,10,1783245919.737005,0.001075452077202499
loss/val_lead_var/sithick/lead_06,10,1783245919.751883,0.001193017465993762
loss/val_lead_var/sithick/lead_07,10,1783245919.7675793,0.0013026067754253745
loss/val_lead_var/sithick/lead_08,10,1783245919.7801135,0.0014058389933779836
loss/val_lead_var/so/lead_01,10,1783245920.0116029,0.0002522445283830166
loss/val_lead_var/so/lead_02,10,1783245920.0219276,0.00041987450094893575
loss/val_lead_var/so/lead_03,10,1783245920.032002,0.0005629748338833451
loss/val_lead_var/so/lead_04,10,1783245920.042201,0.0006920949672348797
loss/val_lead_var/so/lead_05,10,1783245920.0530028,0.0008105543092824519
loss/val_lead_var/so/lead_06,10,1783245920.0632868,0.0009198997868224978
loss/val_lead_var/so/lead_07,10,1783245920.0751412,0.0010212503839284182
loss/val_lead_var/so/lead_08,10,1783245920.0858102,0.0011156451655551791
loss/val_lead_var/thetao/lead_01,10,1783245919.9243648,0.0009092516265809536
loss/val_lead_var/thetao/lead_02,10,1783245919.93049,0.0015477925771847367
loss/val_lead_var/thetao/lead_03,10,1783245919.9355266,0.002118852687999606
loss/val_lead_var/thetao/lead_04,10,1783245919.9413152,0.002644720720127225
loss/val_lead_var/thetao/lead_05,10,1783245919.9481769,0.00313364015892148
loss/val_lead_var/thetao/lead_06,10,1783245919.9582818,0.0035884424578398466
loss/val_lead_var/thetao/lead_07,10,1783245919.967792,0.004010278731584549
loss/val_lead_var/thetao/lead_08,10,1783245919.976924,0.004402768332511187
loss/val_lead_var/uo/lead_01,10,1783245920.108542,0.004143926315009594
loss/val_lead_var/uo/lead_02,10,1783245920.1191804,0.005437119863927364
loss/val_lead_var/uo/lead_03,10,1783245920.1298199,0.006610969081521034
loss/val_lead_var/uo/lead_04,10,1783245920.139438,0.007719113025814295
loss/val_lead_var/uo/lead_05,10,1783245920.3564272,0.00878749880939722
loss/val_lead_var/uo/lead_06,10,1783245920.3719103,0.009812627919018269
loss/val_lead_var/uo/lead_07,10,1783245920.3875058,0.010786204598844051
loss/val_lead_var/uo/lead_08,10,1783245920.4047074,0.011708807200193405
loss/val_lead_var/vo/lead_01,10,1783245920.437719,0.004307982977479696
loss/val_lead_var/vo/lead_02,10,1783245920.454902,0.005716037470847368
loss/val_lead_var/vo/lead_03,10,1783245920.4833775,0.007045520935207605
loss/val_lead_var/vo/lead_04,10,1783245920.4978151,0.008314189501106739
loss/val_lead_var/vo/lead_05,10,1783245920.5128348,0.009535348042845726
loss/val_lead_var/vo/lead_06,10,1783245920.529711,0.010698423720896244
loss/val_lead_var/vo/lead_07,10,1783245920.5461345,0.011796187609434128
loss/val_lead_var/vo/lead_08,10,1783245920.5627432,0.012832560576498508
loss/val_lead_var/zos/lead_01,10,1783245919.8023384,0.0015360123943537474
loss/val_lead_var/zos/lead_02,10,1783245919.8151522,0.0022224762942641973
